"rest_id","phrase","pro_con","aspect_type","score"
48,"Sauces are so boring","+","U",1
48,"The sauces are pretty boring, clearly not homemade and full of preservatives and chemicals so they taste pretty icky","+","U",1
48,"This place is noisy","+","U",7
48,"To be your server, he's attentive, quick","+","U",5
49,"All the sandwiches and they're all fantastic","+","U",1
49,"Dark lighting makes it a great place to go if you","+","U",1
49,"Food sounded really delicious","+","U",9
49,"I loved the bacon and cheese dip","+","U",10
49,"Minimalist decor, small candles, and most the tables and chairs are black","+","U",1
49,"Our waitress was buzzing","+","U",1
49,"Room was cozy and would have been good","+","U",7
49,"Sandwich was bordering on gluttonous because","+","U",8
49,"Strawberries were good","+","U",1
49,"The dim lighting, dark walls, candlelight, and beautiful red accents everywhere create a sexy","+","U",5
49,"Waitstaff is incredibly friendly","+","U",6
5,"Ambiance of the restaurant was hip with contemporary decor","+","U",5
5,"Cripsy spring rolls and braised pork belly buns, which were fun and tasty","+","U",1
5,"Dessert was just as awesome","+","U",10
5,"Everything was very flavorful and spicy","+","U",1
5,"Service was professional","+","U",6
5,"She was nice","+","U",1
5,"Spring roll was greasy","+","U",9
5,"The atmosphere is fun and relaxed","+","U",7
5,"The chicken and rapini stirfry and genmai rice dish both tasted like excellent street food","+","U",8
5,"The decor felt like a mix of retro","+","U",1
5,"The food was really delicious and not too greasy","+","U",1
5,"Udon noddle dish was fantastic...a little spicy and sweet and the bok choy was delicious","+","U",1
50,"But it creates a fun, authentic atmosphere","+","U",6
50,"Cheese was delicious","+","U",10
50,"Coconut milk reduction ) was amazing","+","U",1
50,"Dipping sauce accompanying it is flavorful","+","U",1
50,"Dish was tasty","+","U",1
50,"Muqueca's were so good","+","U",9
50,"Prices are perfect, the service friendly and prompt","+","U",5
50,"The food was pretty good","+","U",8
50,"The wait staff was very friendly (kid-friendly too","+","U",1
50,"This place is great","+","U",7
51,"But very friendly &amp; knowledgeable service was a plus","+","U",7
51,"Gnocchi had a nice texture","+","U",9
51,"Gnocchi with lamb ragout","+","U",1
51,"Lights decorate the floor, stairs and ceiling and live music plays in the background","+","U",5
51,"Made me very happy","+","U",1
51,"My date's appetizer and entree","+","U",1
51,"The atmosphere is dimly lit and romantic, we were seated","+","U",1
51,"The food was fresh enough","+","U",10
51,"The waitress was attentive, kind, and cheerful without being overbearing","+","U",6
51,"Three savory mini-calzones stuffed","+","U",1
51,"Tuna was supposed to be served rare and was medium rare","+","U",8
51,"We had the whole place to ourselves, our waiter was attentive and all was well .... until other","+","U",1
52,"It was very good","+","U",1
52,"This is a great place to go to and is great for all age","+","U",9
52,"This is a very mediocre","+","U",8
52,"This place is probably","+","U",10
52,"This update is actually","+","U",1
53,"England clam chowder ! get the new england clam chowder","+","U",1
53,"Fish was cooked to perfection and the lobster ravioli that accompanied was so rich it was sinful","+","U",9
53,"Fries were great","+","U",8
53,"Lobster fra diavolo pasta was very good","+","U",10
53,"Seafood medley salad which was enormous and brimming with grilled seafood","+","U",1
53,"Service was above average, food consistently good, and wait for a table was at least 90 minutes","+","U",5
53,"The crab and artichoke dip were fabulous","+","U",1
53,"The service is very attentive but not annoying","+","U",7
53,"The staff is knowledgeable, and friendly","+","U",6
53,"Wait staff was quick","+","U",1
54,"Chicken tikka misala was very good","+","U",1
54,"Food is okay","+","U",1
54,"It all culminates a great","+","U",6
54,"Lamb vindaloo was pretty good","+","U",10
54,"Naans are greattttt","+","U",1
54,"Roti was cold","+","U",1
54,"Server was perfectly attentive but gave us our space and was extremely patient with our novice questions","+","U",5
54,"Service was spotty, we did not have any contact with our server after placing","+","U",1
54,"She got the mutter paneer and it looked delectable","+","U",8
54,"Spices were perfect for the new england cold","+","U",9
54,"This place is still pretty damn","+","U",7
55,"Falafel is perfectly crisp on the outside, green and soft","+","U",1
55,"Food is always tasty and always fresh","+","U",10
55,"It is quality food","+","U",7
55,"Pickles are crisp.","+","U",9
55,"Pickles are just","+","U",1
55,"The bread is dry and kind of hard","+","U",8
55,"The seinfield soup nazi except he's actually really nice and funny","+","U",1
55,"The service is really friendly and the line moves quickly","+","U",6
55,"This place is amazing","+","U",1
55,"This place is n't slap-you-in-the-face good","+","U",5
56,"Beer selection is quite good","+","U",10
56,"Both had sam adam's seasonal, the service was friendly and prompt and the place was relatively empty","+","U",5
56,"Crowd is nice and gregarious","+","U",6
56,"Food was ok we ordered mostly appetizers","+","U",9
56,"I can make them better in my microwave mozzarella sticks were the frozen kind","+","U",8
56,"Irish folk music in the front room -really cool "" back bar "" area with picnic bench style tables and a stage for live music","+","U",7
56,"Scallops were teeny","+","U",1
56,"This joint is solid","+","U",1
57,"...service was decent","+","U",5
57,"Appetizer was great","+","U",1
57,"Bar was great","+","U",1
57,"Eggs benedict that were quite delicious","+","U",10
57,"Gnocchi was otherworldly","+","U",9
57,"Gnocchi was really good","+","U",1
57,"Pink guava lemonade was really sweet and tasty and not too","+","U",1
57,"Pork was tender and absorbed the flavor of the roasted tomatoes","+","U",1
57,"Salads were all great -- light and flavorful","+","U",8
57,"Sterile white decor makes the place look like an operating room","+","U",1
57,"The ambiance is relaxing but not sloppy, the decor is modern but not over-done","+","U",7
57,"The atmosphere was great - low lighting","+","U",6
58,"A nice variety of seating was available","+","U",5
58,"Chicken breast with green chile tomatillo sauce and toasted cumin mac-n-cheese were the highlights","+","U",1
58,"Coffee was pretty watery though","+","U",1
58,"Cream cheese was n't overbearing","+","U",8
58,"I ended up ordering the sante fe style eggs benedict and was extremely satisfied","+","U",1
58,"Sashimi tuna was excellent","+","U",1
58,"Server was helpful","+","U",1
58,"Server was knowledgeable","+","U",6
58,"The drinks are really good and all made with house-made ingredients","+","U",9
58,"The food was good but not memorable ; drinks were good","+","U",1
58,"Wasabi tuna roll was also tasty","+","U",10
58,"We were seated within 10 minutes after an attentive hostess informed us there would be a slight wait -- no problem-and our waitress was very friendly and fun, informal while efficient","+","U",7
59,"Belgian chocolate was ok","+","U",1
59,"Burnt caramel, hydrox cookie, gingersnap, and belgian chocolate are all very good, but its all about the cocoa pudding for the chocolate overload","+","U",10
59,"Customer service is terrible","+","U",1
59,"Easily pay $ 20 for brunch","+","U",1
59,"Flavors and textures are better than even ice","+","U",1
59,"Ice cream tasted fresh","+","U",1
59,"Khulfee ice cream was a flavor revelation","+","U",8
59,"Place is in a convenient location","+","U",5
59,"Pudding ice cream","+","U",9
59,"Staff - who were friendly, very enthusiastic and very efficient","+","U",7
59,"The display seating and common great","+","U",6
59,"This place is very cool","+","U",1
6,"Cheese and rice are perfect","+","U",10
6,"Food is ...food","+","U",1
6,"Food is prepared fresh","+","U",1
6,"Love mexican food","+","U",7
6,"Meat is really wonderful","+","U",1
6,"Square location are far too","+","U",6
6,"Tacos were also extremely messy","+","U",1
6,"The meat is juicy","+","U",9
6,"The staff have attitude problems even when you're polite and not one of those annoying hovering","+","U",1
6,"The staff is friendly, but not the cleanest nor the best at english","+","U",5
6,"Their horchata is yummy and cinnamon-y","+","U",8
60,"Bathroom is pretty cool","+","U",1
60,"Chocolate fudge cake","+","U",10
60,"Food was absolutely fantastic","+","U",1
60,"Friend ordered the challah french toast and i settled on the corn waffles","+","U",1
60,"Homemade blueberry whipped cream","+","U",9
60,"It was giant pieces that were probably pan-fried but not exactly crispy","+","U",8
60,"Server was excellent","+","U",6
60,"Staff was friendly and attentive","+","U",7
60,"The food was great and very fresh","+","U",1
60,"The service was good although our party of 7 was extremely crowded at the table we were seated","+","U",5
60,"The service was the worst ... except","+","U",1
61,", sketchy bathroom that might give you herpes, j'adore, live music in a funky place with a bunch of","+","U",1
61,"Bars flank this area and there's a little bit of","+","U",1
61,"Burger was delicious","+","U",1
61,"Chicken was well seasoned","+","U",1
61,"Holy moses ! ! ! just as amazing as i remembered","+","U",8
61,"I stayed basic and ordered the chicken kabob","+","U",9
61,"The food was really reasonable and pretty good","+","U",10
61,"The music is of all genrs but they play mostly middle eastern","+","U",5
61,"The overall vibe of the place is awesome","+","U",6
61,"The service and attentiveness by the wait staff is excellent","+","U",1
61,"Waitress was decent","+","U",7
62,"Cheese plate was really good","+","U",1
62,"Chicken was good","+","U",1
62,"Chips were good","+","U",8
62,"Delicious homemade potato chips which are sinful and salty and surreal","+","U",9
62,"Dishes are cleared is really","+","U",6
62,"Halibut and sauted gnocchi dishes are my entree picks","+","U",1
62,"Place is adorable with this romantic","+","U",5
62,"Room was packed and service staff taxed","+","U",1
62,"Striped bass was flaky and tasty","+","U",10
62,"The service is prompt and polite","+","U",7
62,"This location is convenient","+","U",1
63,"Bacon, sausage and potatoes were unremarkable","+","U",10
63,"Broccoli was fine","+","U",8
63,"Drinks are pretty","+","U",9
63,"Food was terrible","+","U",1
63,"Fried breaded mushroom appetizer","+","U",1
63,"Love to love to this place","+","U",1
63,"Service was efficient","+","U",6
63,"Service was super friendly","+","U",7
63,"The waitress was so cheery","+","U",1
63,"This place is stocked with character from the outburstingly jovial proprietors to the classic booths housed","+","U",5
64,"End up getting the hot and sour soup and dun dun noodles","+","U",10
64,"Flavor was so tart","+","U",8
64,"Food was pretty cheap","+","U",1
64,"Our waitress, alice, ended up chatting with us","+","U",5
64,"Rice pearls are meaty and tasty","+","U",9
64,"Service is always","+","U",7
64,"Service was great","+","U",1
64,"Spring rolls were dripping in oil","+","U",1
64,"The inside is decorated kinda nouveau","+","U",1
64,"This place is a little wacky - there's some grafitti on the outside door","+","U",6
65,"Coffee drinks are excellent","+","U",8
65,"Food was excellent","+","U",1
65,"I've always enjoyed their savory crepes","+","U",10
65,"Oft complained about service was ok, not terrible","+","U",6
65,"One of the best iced coffees i've had","+","U",1
65,"Service is that kind of service where you feel bad complaining because they are so nice","+","U",1
65,"Special was yukon gold potato","+","U",9
65,"The place was very","+","U",5
65,"The space is huge","+","U",7
65,"Veggies and cheese are always sooo tasty","+","U",1
66,"Chorizo is excellent","+","U",1
66,"Enchiladas were terrific","+","U",1
66,"Experience was charming","+","U",5
66,"Salsa is decent","+","U",8
66,"Some of the chicken enchilada and it was fine","+","U",10
66,"The carnitas are yummy, i recommend the carne asada","+","U",9
66,"The chips is excellent","+","U",1
66,"The service is friendly but a little slow","+","U",6
66,"The service was prompt and courteous with pleasant servers","+","U",1
66,"Wall is painted a different primary","+","U",7
67,"Dipping sauce it came with had sliced ginger and was really good","+","U",8
67,"Dumplings were clearly handmade and very fresh","+","U",1
67,"Mango chicken and scallion pancakes are delicious","+","U",1
67,"Noodle soup with chilis and beef","+","U",9
67,"Service was fast &amp; efficient","+","U",6
67,"Staff is rude","+","U",5
67,"Szechuan chicken was just the right level of spicy &amp; complemented the pan-fried dumplings","+","U",1
67,"The flavors are subtle but delicious","+","U",1
67,"The service is brusque, and the staff frowns upon post-dinner","+","U",1
67,"This place is probably my favorite chinese","+","U",1
67,"This place is simple","+","U",7
67,"Various dumplings including the boiled and pan-fried variety are all very good","+","U",10
68,"Bread was delicious","+","U",1
68,"Calamari was breaded lightly and had decent flavor","+","U",1
68,"Clams and calamari were incredible","+","U",9
68,"Food was also very good","+","U",1
68,"Our waitress was cheerful, friendly, and unobtrusive","+","U",7
68,"Place is tiny but the space is definitely well-utilized","+","U",6
68,"Recommend this place","+","U",1
68,"Seafood was unbelievably fresh and delicious","+","U",10
68,"She kept our bottle of prosecco on ice","+","U",5
68,"The food was flavourful and fresh","+","U",8
68,"The staff was very helpful, quick and attentive","+","U",1
69,"A large order make sure to call","+","U",1
69,"Brown sugar duck has won my heart ... crispy","+","U",8
69,"Brown sugar's country pad thai is rich and orange with peanut and so good it's orgasmic","+","U",1
69,"Food too was pretty awesome","+","U",9
69,"Friend ordered yellow curry","+","U",1
69,"Service prompt and waiters nice","+","U",1
69,"Staff is literally waiting to wait on","+","U",5
69,"The place is beautiful too -- a mixed decor of modern, thai","+","U",6
69,"The vegetarian spring rolls which were delicious","+","U",1
69,"This place is soooo good","+","U",7
69,"Tofu pieces were a bit too big in the rice","+","U",10
7,"3 maki rolls","+","U",1
7,"Alligator roll i've ever","+","U",8
7,"Rolls are available with traditional sushi rice","+","U",10
7,"Spinach appetizer with miso dressing and bonito flakes","+","U",1
7,"Sweet potato tempura roll was perfectly fried and the spicy scallop roll was wonderful -- entire scallops in the roll and then thinly sliced","+","U",1
7,"The rolls are fresh, flavorful","+","U",1
7,"The staff was really friendly and gave us some freebies","+","U",1
7,"The wait staff were very polite and attentive","+","U",7
7,"The waitstaff was attentive and adorable","+","U",6
7,"This is definitely my absolute favorite place","+","U",5
7,"Triple torch roll could have been better","+","U",9
70,"Food and sangria were incredible","+","U",10
70,"I tried my girlfriend's shrimp/garlic dish and it was good","+","U",1
70,"Interior is funky","+","U",1
70,"My absolute least favorite place","+","U",7
70,"Overall effect was delicious","+","U",1
70,"Pork tenderloin and the scallops were the two highlights","+","U",9
70,"Potatoes were good","+","U",8
70,"Red walls and dim lighting give it a great romantic","+","U",5
70,"Sangria is literally the best i've ever had","+","U",1
70,"Server was great","+","U",6
70,"Service stunk too","+","U",1
71,"Chana dal, palak paneer and chicken tikka masala - all of it was flavorful and tasty","+","U",10
71,"Kheer really was incredibly","+","U",8
71,"Meat dish was so-so","+","U",9
71,"My friend ordered the other chicken","+","U",1
71,"Rice is fluffy and has the right texture","+","U",1
71,"Service was friendly","+","U",6
71,"Staff is ridiculously","+","U",1
71,"The place is spotless, pushp is incredibly nice and outgoing","+","U",5
71,"The samosas are perfectly cooked","+","U",1
71,"This place is phenomenal","+","U",7
72,"Bbq pork buns are fluffy and delicious","+","U",10
72,"Broccoli rabe is fantastic","+","U",8
72,"Chicken feet are tasty","+","U",1
72,"Definitely be better as in tastier","+","U",1
72,"Dining room is spacious and clean","+","U",6
72,"Dumplings were fabulous","+","U",9
72,"Food is pretty","+","U",1
72,"Pork buns are indeed superb","+","U",1
72,"Rice noodle . . decent ... but it's not fresh","+","U",1
72,"Staff was friendly","+","U",5
72,"The service was fast and efficient","+","U",1
72,"This is a great place for dim","+","U",7
73,"Back about 50 minutes later and were told they gave our table away so we waited an additional 30 minutes","+","U",7
73,"Cheddar grits made her dish though","+","U",1
73,"Free cornbread was great","+","U",1
73,"Fried oysters were a perfect start to the meal","+","U",1
73,"Funky murals create a nice atmosphere","+","U",6
73,"Grits are certainly on the must-have list","+","U",10
73,"Husband loved his fried oyster appetizer","+","U",9
73,"I ordered the brisket and it was hands down, the best brisket i've ever had","+","U",8
73,"It was excellent","+","U",1
73,"Potatoes were also very good","+","U",1
73,"Service was excellent -- the waiter was friendly and funny","+","U",5
73,"The staff was very nice","+","U",1
74,"Chicken situation should ever involve piles of mayonnaise","+","U",9
74,"Minutes standing at the bar for","+","U",1
74,"Nice little place","+","U",1
74,"Our bartender was hilarious and helpful","+","U",7
74,"Place is small","+","U",1
74,"Service has always been quick","+","U",1
74,"The food is kind of mediocre - bar food","+","U",10
74,"The music is not too loud","+","U",6
74,"The place is bustling even till","+","U",1
74,"This place is alright","+","U",8
74,"This place is weird","+","U",1
75,"Actual pumpkin beer i tried was good","+","U",1
75,"Appetizers were overall scrumptious","+","U",1
75,"Few very expensive beers and great scenes and this place is just awesome","+","U",6
75,"Food is pub food","+","U",1
75,"Mediterranean nachos are my favorite since they have several of my favorite foods","+","U",8
75,"Pastas, sandwiches, etc, but then they've got pizzas made with beer-infused dough, french onion soup","+","U",9
75,"Selection is pretty ridonk","+","U",1
75,"Staff have been really nice, friendly","+","U",5
75,"The door to the actual servers, are all very friendly","+","U",1
75,"The food is decent","+","U",1
75,"The food was pretty tasty in its own","+","U",10
75,"This place is great for several","+","U",7
76,"Beef was too fatty","+","U",8
76,"Dessert was incredible","+","U",10
76,"French onion soup was delicious and our steaks were cooked to perfection","+","U",1
76,"Huge chunks of lobster meat and ooey gooey cheese","+","U",1
76,"Kona dusted steak with onion butter","+","U",9
76,"Place is just good","+","U",7
76,"Service was impeccable","+","U",5
76,"Service was very pleasant","+","U",6
76,"Slice filet with cippolini onions","+","U",1
76,"The flavor was pretty good","+","U",1
76,"This place is the best all around","+","U",1
76,"Wedge salad has these amazingly thick","+","U",1
77,"Bar staff are friendly","+","U",1
77,"Beer selection is outstanding","+","U",1
77,"Bf's beer on tap was also pretty good","+","U",10
77,"Chairs are just","+","U",5
77,"Nachos were okay","+","U",8
77,"Outdoor seating is a little","+","U",1
77,"Salmon burger was good","+","U",9
77,"The bartender was n't the most attentive, so we had to wait almost 10 minutes until","+","U",7
77,"The service has been pretty bad for me","+","U",6
77,"Their burgers are awesome","+","U",1
77,"Tofu wings are delicious","+","U",1
78,"Chicken paillard was ok . chicken was a bit dry","+","U",1
78,"Confit confit duck appetizer and chicken hushwee were both excellent","+","U",9
78,"Definitely recommend this spot","+","U",5
78,"Food was decent","+","U",1
78,"French fries were good for about five minutes","+","U",8
78,"Inside seating is weird","+","U",1
78,"Manager was very polite, the service mediocre and the food was just","+","U",1
78,"Onion soup was very good and not too salty","+","U",10
78,"Sauce was bland","+","U",1
78,"The food was excellent","+","U",1
78,"Waiters were also very attentive and gave excellent advice","+","U",7
78,"Wine list is lengthy and wait staff is knowledgeable","+","U",6
79,"Buffalo pizza is freaking incredible","+","U",10
79,"Leftover slice held","+","U",9
79,"Like to eat calzones with a little marinara, you'd better ask for the marinara while you're","+","U",5
79,"Peppers had crunch","+","U",1
79,"Prices are steep - close to 20 bucks for a whole","+","U",6
79,"Scattering of glass triangular wall lamps","+","U",1
79,"Sit down area","+","U",7
79,"The crust is on the thicker side but amazingly soft and doughy","+","U",8
79,"Their crust is thin","+","U",1
8,"Bar was setup to maximize bar space","+","U",6
8,"Food was also pretty good - had the gougeres and bacon wrapped dates","+","U",1
8,"Fries were thick","+","U",8
8,"Fries with garlic aioli were awesome","+","U",1
8,"Lighting is low","+","U",1
8,"Of the most refreshing and original drinks i've ever had","+","U",10
8,"Our bartender, scott, was super friendly","+","U",1
8,"Really cool chicks","+","U",1
8,"Servers were friendly","+","U",7
8,"Tasted was absolutely delicious","+","U",9
8,"The place is cooly lit with an enormous bar that snakes all the way","+","U",1
8,"This is a great place for happy hour or any low-key","+","U",5
80,"Actual restaurant was pretty cool, tables tucked away in neat little nooks","+","U",6
80,"Additional seating was a great idea","+","U",1
80,"Con leche was absolutely delicious","+","U",9
80,"Flavors was simple","+","U",1
80,"It was a pleasantly relaxed atmosphere","+","U",7
80,"Sandwiches are pricey","+","U",10
80,"Staff are super","+","U",1
80,"Staff are the hip, friendly coffeeheads with good taste in music that you'd expect","+","U",5
80,"The front is all open and airy","+","U",1
80,"They're made with whole milk","+","U",8
80,"This place is a very relaxing place","+","U",1
81,"Appetizer and it was quite delicious","+","U",10
81,"Blueberry martini was too sweet for my taste","+","U",9
81,"Caterpillar sushi which was amazingly delicious","+","U",1
81,"Decor is totally "" sushi","+","U",7
81,"It tasted good","+","U",1
81,"Sauce was spicy &amp; flavorful","+","U",1
81,"Service was fantastic ; our waiter was very attentive and knowledgeable about the menu and he refilled","+","U",1
81,"Service was very mediocre","+","U",6
81,"The bulgogi was suprisingly tasty","+","U",1
81,"The food was excellent","+","U",8
81,"The people who are dancing are very fun to watch","+","U",5
81,"The swanky ambiance, flashing lights, seductive music, and projection screens might be impressive","+","U",1
82,"Crab cake was a little bite of crispiness","+","U",1
82,"Crab cake was all deep fried goodness","+","U",8
82,"Crispy shrimp maki was divine","+","U",9
82,"One of the best sushi rolls i've ever had","+","U",1
82,"Our waitress was friendly and helpful during","+","U",1
82,"Place was highly","+","U",7
82,"Restaurant is quite posh","+","U",5
82,"Sauce was delicious and the mushrooms they used were sliced","+","U",1
82,"The dressing was delicious","+","U",10
82,"The service is always pleasant, attentive and unpretentious","+","U",6
82,"This place is ridiculously expensive","+","U",1
83,"Crust is thin, toppings are unique and the entire expreience is full of flavor","+","U",9
83,"It's a great place tho -- the atmosphere is both modern and cozy, with lots of wood paneling and clean","+","U",1
83,"Potato slices on my pizza were, well, crispy","+","U",8
83,"Salads and tosacanini's ice cream","+","U",10
83,"The crust is not my favorite","+","U",1
83,"The decor is wicked cool","+","U",5
83,"The potato pizza, meanwhile, was pretty flavorless","+","U",1
83,"The salads are pretty good","+","U",1
83,"This is typically a good experience","+","U",1
83,"This place is decent","+","U",7
83,"Wait is no longer a painful","+","U",6
83,"Waitress was great","+","U",1
84,"Almond and coconut bubble tea flavors and they were okay -- not my favorite","+","U",1
84,"Bubble tea place","+","U",6
84,"Got orange pineapple boba tea without milk, and it was again every good","+","U",9
84,"Mochi here is also delicious","+","U",10
84,"Mochi ice cream is awesome","+","U",1
84,"Price is average","+","U",5
84,"Tapioca pearls are soft","+","U",1
84,"Tea is the right sweetness","+","U",8
84,"The board games are all extremely","+","U",1
84,"The taro tea has the perfect amount of sweetness","+","U",1
84,"This is a cute little place","+","U",7
85,"All their drinks and beer selection are great","+","U",8
85,"Area is cramped","+","U",1
85,"Corn bread was dry","+","U",9
85,"Fun place to eat with a lively atmosphere","+","U",5
85,"Mac n' cheese, candied yams, and collard greens were excellent sides and made for a balanced","+","U",1
85,"Pickles and jalapenos are lightly breaded and fried but still crispy and tasty","+","U",10
85,"Ribs are a perfect dish","+","U",1
85,"The food is amazingly tasty","+","U",1
85,"The food is decent","+","U",1
85,"The service was pretty casual","+","U",6
85,"The service was pretty darn slow","+","U",1
85,"This is the best place to drink","+","U",7
86,"Atmosphere was great","+","U",1
86,"Goo gai pan sauce are our usual","+","U",8
86,"Honey chicken is delicious and so is the mongolian beef","+","U",1
86,"Outstanding dishes were chicken","+","U",9
86,"Service was pretty terrible","+","U",1
86,"Sesame chicken is also good","+","U",1
86,"The bartender was attentive and nice which was great","+","U",5
86,"The food was bland with no flavor","+","U",1
86,"The food was pretty good","+","U",1
86,"The interior is narrow and a bar with shiny, glowy backdrop, flanks the wall as you enter","+","U",6
86,"The spring rolls, and both were so, so tasty","+","U",10
86,"Wait staff was ever so attentive (you can always get service","+","U",7
87,"","+","U",10
87,"The food and drinks are not free","+","U",1
87,"This is a wonderful place","+","U",1
88,"Buffalo chicken was delicious","+","U",1
88,"Burger and fries were great, mac and cheese was phenomenal","+","U",10
88,"Cheese was incredible","+","U",1
88,"Decor is hip","+","U",5
88,"Drinks are stiff","+","U",1
88,"Get dinner and drinks ( several drinks ) for two for under $ 50, not bad","+","U",7
88,"Highly recommend the raspberry cosmopolitan and raspberry martini","+","U",9
88,"The food is very tasty","+","U",1
88,"The waiter was patient","+","U",6
88,"Their fries are tasty","+","U",8
89,"Crispy thin crust encircled by a soft puffy","+","U",10
89,"Flavored oil and red pepper flakes on the table were pretty much tasteless","+","U",1
89,"Flavors were good","+","U",8
89,"Music is too loud and too","+","U",6
89,"Pizza melts in your mouth it is so good","+","U",9
89,"Ricotta cheese was super fresh","+","U",1
89,"Sauce is kinda watery","+","U",1
89,"Small dining room packed with booths and overall","+","U",7
89,"The pizza is absolutely delicious, my group ordered the pollo regina","+","U",1
89,"The service is nasty","+","U",1
89,"Waitress was exceptionally rude, she yelled back and forth","+","U",5
9,"A dive bar, the waitresses are all very skinny and attractive","+","U",5
9,"Boyfriend's bacon was pretty savory and delicious","+","U",9
9,"Food is fabulous","+","U",1
9,"I ordered the scallops and butternut squash risotto, which was okay","+","U",8
9,"It was quite pretty and incredibly tasty","+","U",10
9,"Place was cuter -- it seemed like a lounge from the 50's, complete with a live band playing some cool jazzy- music","+","U",7
9,"Table ordered an appetizer of sliders","+","U",1
9,"The food was pretty good, they have yummy beer","+","U",1
9,"The place is a little small","+","U",1
9,"The service was quick and polite, great","+","U",1
9,"The staff is consistently friendly","+","U",6
90,"The staff is helpful enough","+","U",9
90,"This is a great place","+","U",10
91,"Bar is beautiful","+","U",5
91,"Duck confit was not extremely greasy","+","U",1
91,"Eggs were scrambled and the reason why i know it was overcooked","+","U",10
91,"Goat cheese and herb omelet was more filling than it looks and tasted delicious","+","U",9
91,"It was so delicate and tasty it reminded me of a proscuitto","+","U",8
91,"Love this place","+","U",7
91,"Service was a bit lacking","+","U",1
91,"Shrimp tagliaterre which was absolutely delicious","+","U",1
91,"Steaks were superb","+","U",1
91,"The atmosphere is dark and romantic","+","U",1
91,"The service is fantastic","+","U",6
91,"Their cocktails were good","+","U",1
92,"Chicken milanese was the definition of bland","+","U",8
92,"Food proved to be good","+","U",1
92,"Friendly beehive staff was accommodating","+","U",1
92,"Fries were super tasty","+","U",1
92,"Hipster vibe with the exposed brick and the live jazz bands playing on the low stage give it a feel like a small french jazz club","+","U",7
92,"Interior of the restaurant is gorgeous ... rich colors","+","U",5
92,"Live music is pretty dope","+","U",1
92,"Spice cake with homemade cream cheese frosting","+","U",10
92,"The brulee was standard and good ; the cheesecake was very rich and satisfying","+","U",9
92,"The food was unique and quite tasty","+","U",1
92,"Waitress promptly took our order","+","U",6
93,"3 times now, and have recieved incredibly rude service each time","+","U",1
93,"Awesome espresso/chocolate ice cream cake for my birthday and it was heavenly","+","U",1
93,"Consistency was creamy and full of flavor","+","U",1
93,"Gina's mocha explosion and mexican chocolate","+","U",1
93,"Ice cream were phenomenal","+","U",8
93,"Mango was delicious, green tea kinda plain","+","U",1
93,"Mango was fresh","+","U",10
93,"Most intense bittersweet chocolate ice cream i have ever tasted and while it was amazing","+","U",9
93,"Staff is great","+","U",7
93,"Surly service was typical","+","U",5
93,"The ice-cream was pretty tasty","+","U",1
93,"This place is alright","+","U",6
94,"Breakfast special-portebello mushroom, goat cheese and tomato omlet servered with a side of delicious mashed potatoes","+","U",9
94,"Egg was runny and underdone","+","U",1
94,"Homefries are the best","+","U",1
94,"I love soundbites just as much as i love ball square cafe","+","U",5
94,"Salad was reasonably fresh","+","U",10
94,"Stuffed french toast or multi-grain waffle with fruit are my favorites","+","U",1
94,"Sweet pepper corned beef hash was amazing","+","U",8
94,"The food is tasty","+","U",1
94,"The service is friendly and efficient","+","U",7
94,"The service is good and the free coffee while","+","U",1
94,"The staff was hurried bordering on rude","+","U",6
94,"This place is quite large","+","U",1
95,"Bbq jumbo wings","+","U",1
95,"Chili cheese fries are really tasty","+","U",1
95,"Corn bread was bad to inedible","+","U",8
95,"Domestic beers are cheap","+","U",5
95,"Fried mac and cheese balls ruled","+","U",10
95,"Mash potato was great","+","U",1
95,"Pulled chicken sandwich is delicious, the rueben is amazing","+","U",1
95,"The ribs were good","+","U",9
95,"The staff were very pleasant and friendly","+","U",6
95,"This place is sooooooo good","+","U",7
95,"Wait staff here, they're attentive","+","U",1
96,"Big wedge fries are great","+","U",1
96,"Bleu cheese burger is great","+","U",1
96,"Blue cheese was super flavorful","+","U",1
96,"Empire state burger even has some italian sausage on top","+","U",8
96,"Friendly service, warmly lit","+","U",6
96,"It's worth, is very friendly and accommodating","+","U",1
96,"Just enjoy the small busy atmosphere","+","U",1
96,"Onion rings were incredible","+","U",10
96,"The decor is a mix of sports bar","+","U",5
96,"The fries are handcut","+","U",9
96,"Wait staff are nice and fast on the water","+","U",7
97,"Chowder was decent tasting","+","U",9
97,"Clam chowder was kind of weird and not the best i've had, but it was decent","+","U",1
97,"Food was okay","+","U",1
97,"Lobster bisque was fine","+","U",1
97,"Place is perfectly","+","U",7
97,"Potatoes with seafood = delicious","+","U",1
97,"Prices were very reasonable","+","U",8
97,"Seating was outdoor seating under the big","+","U",1
97,"Tequila salsa steamed mussels steamers-soft shell lobster roll ...it was this good","+","U",10
97,"The atmosphere was really the best part - open walls, tent ceiling with twinkle-light-filled lobster trap thingies hanging down, nice big bar, roll of paper towels at each family-style","+","U",5
97,"The service was friendly and jovial","+","U",6
97,"Waitress was nice","+","U",1
98,"Bread was decent when","+","U",1
98,"Bread was surprisingly cold","+","U",8
98,"Food is seriously delicious","+","U",1
98,"Food was awesome","+","U",1
98,"It was a yummy blend of red skin potatoes and vinegary mayonaise","+","U",1
98,"Outdoor patio is perfect for balmy summer dining al fresco","+","U",6
98,"Patio is great","+","U",1
